,0
4283,material
4284,combustible.
4285,remov
4286,e
4287,combustible
4288,felt
4289,material
4290,site.
4291,Learnings
4292,others:
4293,Hot
4294,work
4295,controls
4296,place
4297,verified
4298,field
4299,effectiveness.
4300,Fire
4301,watch(ers)
4302,dedicated
4303,task
4304,positioned
4305,appropriately.
4306,Preliminary
4307,HSEC
4308,Incident
4309,Alert
4310,Growth
4311,Innovation
4312,distributed
4313,incident
4314,occurrence
4315,DISPLAY
4316,BOARDS
4317,DAYS
4318,AFTER
4319,INCIDENT
4320,Incident:
4321,Insulation
4322,blanket
4323,caught
4324,fire
4325,CHP
4326,Preliminary
4327,Classification:
4328,Significant
4329,Incident
4330,Operation
4331,Project
4332,Underground
4333,Project
4334,Location
4335,Region
4336,Central
4337,Heating
4338,Plant
4339,(CHP)
4340,February
4341,Growth
4342,Innovation
4343,Critical
4344,Control
4345,David
4346,Bayona
4347,9901
4348,7845
4349,Vent
4350,ducting
4351,felt
4352,insulation
4353,blanket
4354,maxi
4355,heater
4356,caught
4357,fire
4358,caused
4359,smoke
4360,fill
4361,CHP
4362,building
4363,appears
4364,hot
4365,work
4366,above
4367,ignited
4368,insulation
4369,blanket.
4370,workers
4371,evacuated
4372,there
4373,injuries.
4374,Immediate
4375,Actions
4376,Remove
4377,felt
4378,insulation
4379,blankets
4380,areas
4381,hot
4382,works
4383,conducted
4384,Fire
4385,watches
4386,need
4387,present
4388,stay
4389,area
4390,after
4391,hot
4392,work
4393,ends
4394,Ensure
4395,fire
4396,extinguishers
4397,inspected
4398,readily
4399,available
4400,fire
4401,watc
4402,h
4403,Review
4404,maxi
4405,heaters
4406,their
4407,configurations.
4408,Pay
4409,special
4410,attention
4411,proximity
4412,hot
4413,works
4414,other
4415,sources
4416,"flame,"
4417,heat
4418,combustible
4419,materials.
4420,Re
4421,enforce
4422,effective
4423,pre
4424,inspections
4425,conducted
4426,maxi
4427,heaters.
4428,Preliminary
4429,Finding
4430,insulation
4431,blanket
4432,combustible
4433,creates
4434,large
4435,amount
4436,smoke
4437,ignited.
4438,Fire
4439,watch
4440,position
4441,considered
4442,potential
4443,wind
4444,blown
4445,sparks
4446,slag
4447,Final
4448,HSEC
4449,Incident
4450,Alert
4451,Growth
4452,Innovation
4453,distributed
4454,incident
4455,occurrence
4456,DISPLAY
4457,BOARDS
4458,DAYS
4459,AFTER
4460,INCIDENT
4461,Incident:
4462,Laceration
4463,C
4464,hin
4465,Final
4466,Classification:
4467,Medical
4468,Treatment
4469,Injury
4470,(MTI)
4471,Operation
4472,Project:
4473,Underground
4474,Project
4475,Location
4476,Region
4477,Shaft
4478,Mine
4479,Dry
4480,27
4481,February
4482,Growth
4483,Innovation
4484,Critical
4485,Control:
4486,Duff
4487,workers
4488,carrying
4489,duct
4490,work
4491,Shaft
4492,Mine
4493,Dry
4494,building.
4495,Injured
4496,person
4497,tripped
4498,small
4499,piece
4500,duct
4501,travel
4502,"path,"
4503,causing
4504,lacerate
4505,chin
4506,ductwork.
4507,received
4508,medical
4509,treatment
4510,form
4511,sutures.
4512,Factors
4513,actions:
4514,Work
4515,area
4516,set
4517,hazards
4518,identifie
4519,d
4520,work
4521,commenced.
4522,Segregat
4523,ion
4524,v
4525,entilation
4526,duct
4527,material
4528,size.
4529,adequate
4530,remaining
4531,ducts
4532,transfered
4533,using
4534,trolley
4535,cart.
4536,Learnings
4537,others:
4538,Setting
4539,your
4540,work
4541,area
4542,properly
4543,part
4544,task
4545,planning
4546,risk
4547,assessment
4548,important
4549,safe
4550,execution
4551,task.
4552,Tripped
4553,small
4554,duct
4555,Copper
4556,Diamonds
4557,HSE
4558,Alert
4559,Preliminary
4560,DISPLAY
4561,BOARDS
4562,DAYS
4563,AFTER
4564,INCIDENT
4565,(LTI):
4566,(801)
4567,209
4568,-6918
4569,INSERT
4570,CRITICAL
4571,RISK
4572,ICON
4573,PFI
4574,only
4575,#1-
4576,Operations
4577,7
4578,March
4579,#1-
4580,Final
4581,HSEC
4582,Incident
4583,Alert
4584,Growth
4585,Innovation
4586,distributed
4587,incident
4588,occurrence
4589,DISPLAY
4590,BOARDS
4591,DAYS
4592,AFTER
4593,INCIDENT
4594,Incident:
4595,Auxiliary
4596,Conveyance
4597,Contacted
4598,Collar
4599,Door
4600,Final
4601,Classification:
4602,Significant
4603,Incident
4604,Operation
4605,Project:
4606,Underground
4607,Project
4608,Location
4609,Region
4610,Shaft
4611,8
4612,March
4613,Growth
4614,Innovation
4615,Critical
4616,Control:
4617,Engineered
4618,Hoisting
4619,System
4620,Donna
4621,Rathbone
4622,+
4623,976
4624,9509
4625,0251
4626,ascending
4627,Shaft
4628,"barrel,"
4629,auxiliary
4630,hoist
4631,conveyance
4632,(cage)
4633,came
4634,into
4635,contact
4636,collar
4637,door.
4638,Damage
4639,sustained
4640,handrail
4641,conveyance
4642,hydraulic
4643,cylinders
4644,collar
4645,door.
4646,persons
4647,conveyance
4648,shaft
4649,below
4650,impact.
4651,Investigation
4652,findings
4653,actions:
4654,Incorrect
4655,PLC
4656,parameter
4657,Engineering
4658,Confirm
4659,correct
4660,PLC
4661,parameters
4662,auxiliary
4663,hoist
4664,R
4665,e
4666,dundant
4667,safety
4668,system
4669,deemed
4670,inadequate
4671,Engineering
4672,Install
4673,redundant
4674,safety
4675,hardware
4676,PLC
4677,software.
4678,C
4679,ommissioning
4680,documentation
4681,incomplete
4682,Administrative
4683,Re
4684,commission
4685,hoisting
4686,system
4687,identified
4688,gap
4689,analysis
4690,conducted
4691,OEM
4692,SME
4693,Critical
4694,Field
4695,verification
4696,calculated
4697,parameters
4698,essential
4699,ensure
4700,they
4701,meet
4702,basis
4703,design
4704,regulatory
4705,requirements.
4706,subsystems
4707,need
4708,fully
4709,integrated
4710,system
4711,commissioning
4712,procedure
4713,accordance
4714,design
4715,specifications.
4716,When
4717,there
4718,mul
4719,tiple
4720,interfacing
4721,operating
4722,"systems,"
4723,risk
4724,analysis
4725,MOC
4726,process
4727,needs
4728,conducted
4729,consider
4730,device
4731,inputs.
4732,8
4733,(NaHS)
4734,08:48
4735,AM
4736,-887-
4737,(NaHS)
4738,40%
4739,NaHS
4740,(H2S
4741,-)-
4742,Final
4743,HSEC
4744,Incident
4745,Alert
4746,Growth
4747,Innovation
4748,distributed
4749,incident
4750,occurrence
4751,DISPLAY
4752,BOARDS
4753,DAYS
4754,AFTER
4755,INCIDENT
4756,Incident:
4757,Worker
4758,slipped
4759,descending
4760,stairs
4761,fractured
4762,wrist
4763,Preliminary
4764,Classification:
4765,Lost
4766,Injury
4767,(LTI)
4768,Operation
4769,Project
4770,Underground
4771,Project
4772,Location
4773,Region
4774,Shaft
4775,March
4776,Growth
4777,Innovation
4778,Critical
4779,Control
4780,Duff
4781,9509
4782,0435
4783,worker
4784,accessing
4785,flight
4786,stairs
4787,landing
4788,he
4789,over
4790,stepped
4791,top
4792,stair
4793,causing
4794,stumble
4795,backwards.
4796,put
4797,out
4798,left
4799,arm
4800,behind
4801,brace
4802,"fall,"
4803,which
4804,caused
4805,closed
4806,fracture
4807,left
4808,wrist.
4809,referred
4810,off
4811,site
4812,underwent
4813,surgery
4814,repair
4815,fracture.
4816,Immediate
4817,ctions
4818,"Factors,"
4819,including
4820,"stairs,"
4821,"handrails,"
4822,"lighting,"
4823,PPE
4824,tolerance.
4825,paying
4826,attention
4827,miss
4828,stepped
4829,use
4830,event
4831,example
4832,re
4833,inforce
4834,impor
4835,tance
4836,eyes
4837,path
4838,points
4839,contact
4840,control
4841,moving
4842,about.
4843,Fatigue
4844,may
4845,contributing
4846,"factor,"
4847,fatigue
4848,taken
4849,due
4850,shortage
4851,competent
4852,EWP
4853,operators:
4854,Substitution
4855,Train
4856,additional
4857,EWP
4858,operators.
4859,Increase
4860,assurance
4861,compliance
4862,implementation
4863,fatigue
4864,management
4865,controls
4866,Final
4867,HSEC
4868,Incident
4869,Alert
4870,Growth
4871,Innovation
4872,distributed
4873,incident
4874,occurrence
4875,DISPLAY
4876,BOARDS
4877,DAYS
4878,AFTER
4879,INCIDENT
4880,Incident:
4881,Right
4882,Ring
4883,Finger
4884,tip
4885,Avulsion
4886,Final
4887,Classification:
4888,Medical
4889,Treatment
4890,Injury
4891,(MTI)
4892,Operation
4893,Project:
4894,Underground
4895,Project
4896,Location
4897,Region
4898,Shaft
4899,Collar
4900,House
4901,April
4902,Growth
4903,Innovation
4904,Critical
4905,Control:
4906,Duff
4907,9509
4908,0435
4909,Four
4910,workers
4911,manually
4912,relocati
4913,ng
4914,conveyor
4915,impact
4916,bed
4917,frame
4918,o
4919,nto
4920,timber
4921,dunnage
4922,preparation
4923,painting.
4924,When
4925,placing
4926,frame
4927,place
4928,worker
4929,placed
4930,finger
4931,line
4932,fire
4933,frame
4934,top
4935,boot.
4936,IPs
4937,finger
4938,lacerated
4939,requiring
4940,sutures.
4941,Inv
4942,estigation
4943,findings
4944,actions
4945,impact
4946,bed
4947,installed
4948,out
4949,sequence
4950,needed
4951,remove
4952,d
4953,re
4954,painted
4955,admin
4956,ensure
4957,correct
4958,planning
4959,preparation
4960,material
4961,equipment
4962,prevent
4963,re
4964,work.
4965,impact
4966,bed
4967,moved
4968,manually
4969,elimination
4970,use
4971,mechanical
4972,lifting
4973,methods
4974,eliminate
4975,manual
4976,handling
4977,Preliminary
4978,HSEC
4979,Incident
4980,Alert
4981,Growth
4982,Innovation
4983,distributed
4984,incident
4985,occurrence
4986,DISPLAY
4987,BOARDS
4988,DAYS
4989,AFTER
4990,INCIDENT
4991,Incident:
4992,Finger
4993,injury
4994,laceration
4995,during
4996,manual
4997,handling
4998,Preliminary
4999,Classification:
5000,Medical
5001,Treatment
5002,Injury
5003,(MTI)
5004,Operation
5005,Project
5006,Underground
5007,Project
5008,Location
5009,Region
5010,Shaft
5011,Collar
5012,House
5013,April
5014,Growth
5015,Innovation
5016,Critical
5017,Control
5018,Duff
5019,9509
5020,0435
5021,Four
5022,workers
5023,manually
5024,relocating
5025,conveyor
5026,impact
5027,bed
5028,frame
5029,onto
5030,onto
5031,timber
5032,dunnage
5033,preparation
5034,painting.
5035,When
5036,placing
5037,frame
5038,place
5039,worker
5040,placed
5041,finger
5042,line
5043,fire
5044,frame
5045,top
5046,boot.
5047,IPs
5048,finger
5049,lacera
5050,ted
5051,requiring
5052,sutures
5053,treat.
5054,Immediate
5055,ctions
5056,Investigation
5057,commenced;
5058,Re
5059,infoce
5060,use
5061,mechanical
5062,aids
5063,rather
5064,than
5065,manual
5066,handling.
5067,Final
5068,HSEC
5069,Incident
5070,Alert
5071,Growth
5072,Innovation
5073,distributed
5074,incident
5075,occurrence
5076,DISPLAY
5077,BOARDS
5078,DAYS
5079,AFTER
5080,INCIDENT
5081,Incident:
5082,Dropped
5083,Scaffold
5084,Tube
5085,Final
5086,Classification:
5087,Significant
5088,Incident
5089,Operation
5090,Project:
5091,Underground
5092,Project
5093,Location
5094,Region
5095,Central
5096,Heating
5097,Plant
5098,April
5099,Growth
5100,Innovation
5101,Critical
5102,Control:
5103,Work
5104,Area
5105,Management
5106,Duff
5107,9509
5108,0435
5109,Wh
5110,scaffold
5111,tube
5112,fell
5113,18m
5114,grade.
5115,tube
5116,placed
5117,across
5118,handrail
5119,during
5120,scaffold
5121,dismantling
5122,work
5123,CHP.
5124,Th
5125,e
5126,tube
5127,landed
5128,unoccupied
5129,area
5130,Inv
5131,estigation
5132,findings
5133,actions
5134,SWP
5135,address
5136,correct
5137,manual
5138,handling
5139,heights
5140,admin
5141,istration
5142,SWP
5143,updated.
5144,tube
5145,dropped
5146,into
5147,lift
5148,well
5149,area
5150,which
5151,netting
5152,installed
5153,engineering
5154,install
5155,hard
5156,barricades
5157,around
5158,lift
5159,well
5160,drop
5161,zone.
5162,Preliminary
5163,HSEC
5164,Incident
5165,Alert
5166,Growth
5167,Innovation
5168,distributed
5169,incident
5170,occurrence
5171,DISPLAY
5172,BOARDS
5173,DAYS
5174,AFTER
5175,INCIDENT
5176,Incident:
5177,Dropped
5178,Scaffold
5179,Tube
5180,Preliminary
5181,Classification:
5182,Significant
5183,Incident
5184,Operation
5185,Project
5186,Underground
5187,Project
5188,Location
5189,Region
5190,Central
5191,Heating
5192,Plant
5193,April
5194,Growth
5195,Innovation
5196,Critical
5197,Control
5198,Work
5199,Area
5200,Management
5201,Duff
5202,9509
5203,0435
5204,scaffold
5205,worker
5206,placed
5207,"meter,"
5208,9.7
5209,kilogram
5210,scaffold
5211,tube
5212,across
5213,handrail
5214,rolled
5215,"off,"
5216,falling
5217,18
5218,meters
5219,grade.
5220,tube
5221,landed
5222,"unoccupied,"
5223,unprotected
5224,area.
5225,Immediate
5226,ctions
5227,safety
5228,pause
5229,occurred
5230,scaffolders
5231,wo
5232,rk
5233,area
5234,focus
5235,material
5236,handling;
5237,Workplace
5238,inspection
5239,audit
5240,form
5241,modified
5242,increase
5243,focus
5244,critical
5245,control
5246,identification
5247,implementation;
5248,Evaluation
5249,material
5250,management
5251,storage
5252,elevated
5253,work
5254,areas
5255,Final
5256,HSEC
5257,Incident
5258,Alert
5259,Growth
5260,Innovation
5261,distributed
5262,incident
5263,occurrence
5264,DISPLAY
5265,BOARDS
5266,DAYS
5267,AFTER
5268,INCIDENT
5269,Incident:
5270,Finger
5271,Laceration
5272,Closing
5273,Window
5274,Final
5275,Classification:
5276,Medical
5277,Treatment
5278,Injury
5279,(MTI)
5280,Operation
5281,Project:
5282,Underground
5283,Project
5284,Location
5285,Region
5286,Central
5287,Heating
5288,Plant
5289,14
5290,April
5291,Growth
5292,Innovation
5293,Critical
5294,Control:
5295,Duff
5296,9509
5297,0435
5298,our
5299,team
5300,members
5301,their
5302,right
5303,index
5304,finger
5305,line
5306,fire
5307,they
5308,closed
5309,office
5310,sliding
5311,window
5312,CH
5313,P
5314,control
5315,room.
5316,This
5317,resulted
5318,l
5319,aceration
5320,hairline
5321,fracture
5322,requiring
5323,medical
5324,treatment.
5325,Inv
5326,estigation
5327,findings
5328,actions
5329,Situational
5330,awareness
5331,Identify
5332,control
5333,line
5334,fire
5335,hazards
5336,our
5337,workplace.
5338,Critical
5339,Understand
5340,line
5341,fire
5342,risks
5343,your
5344,w
5345,orkplace
5346,even
5347,office
5348,envi
5349,ronment
5350,can
5351,hazardous.
5352,2019.04.22
5353,10:30
5354,99097859
5355,Final
5356,HSEC
5357,Incident
5358,Alert
5359,Growth
5360,Innovation
5361,distributed
5362,incident
5363,occurrence
5364,DISPLAY
5365,BOARDS
5366,DAYS
5367,AFTER
5368,INCIDENT
5369,Incident:
5370,Finger
5371,Laceration
5372,Handling
5373,Wheel
5374,Chock
5375,Final
5376,Classification:
5377,Medical
5378,Treatment
5379,Injury
5380,(MTI)
5381,Operation
5382,Project:
5383,Underground
5384,Project
5385,Location
5386,Region
5387,Shaft
5388,23
5389,April
5390,Growth
5391,Innovation
5392,Critical
5393,Control:
5394,Donna
5395,Rathbone
5396,9509
5397,0251
5398,crane
5399,operator
5400,performing
5401,pre
5402,operational
5403,inspection
5404,equipment
5405,while
5406,handling
5407,spring
5408,loaded
5409,wheel
5410,chock
5411,sustained
5412,laceration
5413,gloved
5414,left
5415,index
5416,finger
5417,required
5418,sutures
5419,treat.
5420,Inv
5421,estigation
5422,findings
5423,actions
5424,Hazard
5425,identified
5426,Fit
5427,Purpose
5428,FFP
5429,inspection
5430,equipment
5431,routine
5432,inspection
5433,Elimination
5434,spring
5435,loaded
5436,wheel
5437,chocks
5438,removed
5439,ite
5440,FFP
5441,checklist
5442,updated
5443,include
5444,appropriate
5445,conventional
5446,wheel
5447,chocks.
5448,Line
5449,F
5450,ire
5451,hazard
5452,identified
5453,operator.
5454,Administrative
5455,R
5456,e
5457,rollout
5458,Line
5459,Fire
5460,package
5461,work
5462,team.
5463,Preliminary
5464,HSEC
5465,Incident
5466,Alert
5467,Growth
5468,Innovation
5469,distributed
5470,incident
5471,occurrence
5472,DISPLAY
5473,BOARDS
5474,DAYS
5475,AFTER
5476,INCIDENT
5477,Incident:
5478,Finger
5479,Laceration
5480,Handling
5481,Wheel
5482,Chock
5483,Preliminary
5484,Classification:
5485,Medical
5486,Treatment
5487,Injury
5488,(MTI)
5489,Operation
5490,Project
5491,Underground
5492,Project
5493,Location
5494,Region
5495,Shaft
5496,23
5497,April
5498,Growth
5499,Innovation
5500,Critical
5501,Control
5502,Donna
5503,Rathbone
5504,95090
5505,251
5506,crane
5507,operator
5508,performing
5509,pre
5510,-operational
5511,inspection
5512,equipment
5513,whilst
5514,handling
5515,spring
5516,-loaded
5517,wheel
5518,"chock,"
5519,sustained
5520,laceration
5521,gloved
5522,left
5523,index
5524,finger
5525,required
5526,sutures
5527,treat.
5528,Immediate
5529,Actions
5530,Investigation
5531,commenced.
5532,Re-enforced
5533,line
5534,fire
5535,pinch
5536,points
5537,hazards.
5538,Removal
5539,spring
5540,loaded
5541,wheel
5542,chocks
5543,Project.
5544,Preliminary
5545,HSEC
5546,Incident
5547,Alert
5548,Growth
5549,Innovation
5550,distributed
5551,incident
5552,occurrence
5553,DISPLAY
5554,BOARDS
5555,DAYS
5556,AFTER
5557,INCIDENT
5558,Incident:
5559,Worker
5560,E
5561,xposed
5562,Fall
5563,H
5564,azard
5565,Preliminary
5566,Classification:
5567,Significant
5568,Incident
5569,Operation
5570,Project
5571,Underground
5572,Project
5573,Location
5574,Region
5575,Shaft
5576,Shaft
5577,Sinking
5578,23
5579,April
5580,Growth
5581,Innovation
5582,Critical
5583,Control
5584,Fall
5585,Protection
5586,System
5587,Donna
5588,Rathbone
5589,9509
5590,0251
5591,worker
5592,o
5593,bserved
5594,standing
5595,curb
5596,ring
5597,which
5598,designated
5599,place
5600,work
5601,exposed
5602,himself
5603,height
5604,4.2
5605,meters
5606,shaft
5607,bottom.
5608,Immed
5609,i
5610,ate
5611,Actions
5612,Removed
5613,employee
5614,co
5615,workers
5616,shaft
5617,crew
5618,stood
5619,down.
5620,Re
5621,enforced
5622,Work
5623,ing
5624,Height
5625,Life
5626,S
5627,aving
5628,R
5629,ule
5630,Shaft
5631,teams.
5632,Investigation
5633,commenced.
5634,63
5635,9907
5636,4165
5637,6
5638,˘˘ˇˆ
5639,˘˘
5640,˙˝˛
5641,˚˘˜
5642,˛!
5643,˘˘ˆ
5644,"""ˆ"
5645,"""%"
5646,&-ˆ
5647,˛˘˘
5648,/'
5649,˘#
5650,5-
5651,18
5652,(˘)˘ˆ
5653,˘˘˘ˆ˘˘˘ˇˆ
5654,*˘˘˘
5655,"+,"
5656,-ˆ˘
5657,9907
5658,4165
5659,˘#
5660,5-
5661,18
5662,˘ˆ˘)˘˘˘˘
5663,20:50
5664,RT
5665,131
5666,ˇˇ
5667,DT16
5668,˘%
5669,˚˘)
5670,D475)
5671,ˇˆ
5672,1-
5673,"˘,˘˘#"
5674,"""%"
5675,˘ˆ
5676,ˇˇ
5677,"""%"
5678,&-#
5679,˘˘
5680,ˇ%
5681,˘˜%˘
5682,˘˘
5683,",)"
5684,˘˜%˘
5685,RT131-
5686,˘˘ˇˆ
5687,˘˘
5688,"""ˇˆ"
5689,RT131
5690,˘˘˘
5691,˛˜%˘
5692,ˇˇ
5693,˛˜%˘
5694,ˇˆ
5695,ˇˇˇ
5696,",ˇˆ"
5697,˘˘˘ˆ˘
5698,˛#
5699,ˇˇ
5700,.˘ˇˆ
5701,˙ˆˆˆ
5702,˘˘˘ˆ˘˘˘ˇˆ
5703,˛#
5704,˙ˆˆˆ
5705,ˆˆ
5706,˛ˆ˚˛˛
5707,*ˇˇˇ
5708,",ˆ"
5709,˘˘
5710,˘˘˘˘
5711,ˇ%
5712,ˇˆ
5713,/#
5714,˘˘˘ˆ
5715,ˇˆ
5716,˘˘˘˘ˆ
5717,16:00
5718,99117696
5719,9509
5720,0435
5721,8
5722,9509
5723,9972
5724,20-
5725,Tank
5726,house
5727,Process
5728,Safety
5729,Tier
5730,Tank
5731,house
5732,N
5733,/A
5734,569
5735,6292
5736,000
5737,Tank
5738,house
5739,Tank
5740,house
5741,03
5742,06
5743,Incident
5744,Incident
5745,Electrolyte
5746,overflow
5747,basement
5748,Refinery
5749,Tank
5750,house
5751,Incident
5752,Process
5753,Safety
5754,Tier
5755,Additional
5756,provided
5757,once
5758,available
5759,incident
5760,18
5761,March
5762,7
5763,:09
5764,AM
5765,Critical
5766,Exposure
5767,Hazardous
5768,Substances
5769,Product
5770,Copper
5771,diamonds
5772,Sarah
5773,Schwarz
5774,801
5775,201
5776,2749
5777,Operation/site:
5778,Kennecott
5779,Copper
5780,?:
5781,approximately
5782,7:09
5783,am
5784,March
5785,"18th,"
5786,5.7
5787,magnitude
5788,earthquake
5789,centred
5790,very
5791,near
5792,Kennecott
5793,Refinery
5794,inflicted
5795,damage
5796,Refinery
5797,assets.
5798,Power
5799,lost
5800,tank
5801,house.
5802,circulating
5803,volume
5804,electrolyte
5805,greater
5806,than
5807,static
5808,storage
5809,"availability,"
5810,approximately
5811,2000
5812,5000
5813,gallons
5814,electrolyte
5815,flowed
5816,into
5817,basement.
5818,"However,"
5819,basement
5820,tank
5821,house
5822,built
5823,contain
5824,electrolyte
5825,overflow
5826,equipped
5827,sump
5828,pumps
5829,pump
5830,electrolyte
5831,back
5832,i
5833,nto
5834,process
5835,once
5836,power
5837,restored.
5838,Maximum
5839,Reasonable
5840,Consequence
5841,event
5842,Medium.
5843,Immediate
5844,actions
5845,taken
5846,restrict
5847,access
5848,"basement,"
5849,restore
5850,power.
5851,Incident
5852,Incident
5853,Titl
5854,e:
5855,Hydrochloric
5856,Acid
5857,release
5858,Incident
5859,Process
5860,safety
5861,tier
5862,incident
5863,Significant
5864,Potential
5865,Incident
5866,(SPI)
5867,Additional
5868,provided
5869,once
5870,available
5871,incident
5872,18
5873,March
5874,07:09
5875,am
5876,Critical
5877,Exposure
5878,Hazardous
5879,Substances
5880,Product
5881,Copper
5882,diamonds
5883,Amit
5884,Walia
5885,801
5886,550
5887,9061
5888,Operation/site:
5889,Kennecott
5890,Copper
5891,?:
5892,approximately
5893,7:09
5894,am
5895,March
5896,18th
5897,hydrochloric
5898,acid
5899,discharge
5900,pipe
5901,severed
5902,Precious
5903,Metals
5904,hydrochloric
5905,acid
5906,storage
5907,tank
5908,during
5909,5.7
5910,magnitude
5911,earthquake.
5912,Approximately
5913,8300
5914,gallons
5915,35%
5916,(by
5917,weight)
5918,Hydrochloric
5919,acid
5920,released
5921,tank
5922,into
5923,containment.
5924,Hydrochloric
5925,acid
5926,flowed
5927,out
5928,crack
5929,containment
5930,storm
5931,drain.
5932,white
5933,vapor
5934,cloud
5935,formed
5936,above
5937,Refinery.
5938,Kennecott
5939,Emergency
5940,"Response,"
5941,Salt
5942,County
5943,Unified
5944,Fire
5945,specialized
5946,HAZMAT
5947,team
5948,e
5949,National
5950,Guard
5951,activated.
5952,Nearby
5953,roads
5954,shut
5955,down.
5956,HAZMAT
5957,contractor
5958,cleaned
5959,Hydrochloric
5960,acid.
5961,-VD01
5962,;;.
5963,-VD01
5964,22
5965,9509
5966,9796
5967,23
5968,04
5969,04
5970,Learning
5971,incidents
5972,Incident
5973,Cable
5974,bolter
5975,nipper
5976,lacerated
5977,left
5978,hand
5979,fingers
5980,Incident
5981,Type
5982,Restricted
5983,work
5984,injury
5985,Red
5986,learning
5987,incident
5988,April
5989,Critical
5990,05
5991,:30
5992,Critical
5993,control
5994,absent/failed
5995,Other
5996,Product
5997,Growth
5998,I
5999,nnovation
6000,Relevant
6001,standard:
6002,Other
6003,Operation/site:
6004,Underground
6005,Incident
6006,Number:
6007,#1000545988
6008,Matthew
6009,Breen
6010,April
6011,approximately
6012,"0530hrs,"
6013,employee
6014,working
6015,N
6016,ipper
6017,(Offsider)
6018,engaged
6019,task
6020,cleaning
6021,bottom
6022,grout
6023,pump
6024,including
6025,outlet
6026,dump
6027,valve.
6028,Nipper
6029,removed
6030,their
6031,protective
6032,gloves
6033,they
6034,become
6035,saturated
6036,excess
6037,water
6038,nipper
6039,then
6040,proceeded
6041,clean
6042,outlet
6043,dump
6044,valve
6045,section
6046,o
6047,f
6048,"pump,"
6049,Nipper
6050,removed
6051,nozzle
6052,hose
6053,then
6054,kinked
6055,water
6056,hose
6057,held
6058,nozzle
6059,their
6060,left
6061,hand
6062,attempted
6063,insert
6064,into
6065,outlet
6066,bottom.
6067,intention
6068,remove
6069,excess
6070,grout
6071,build
6072,water
6073,pressure.
6074,T
6075,he
6076,dump
6077,valve
6078,cover
6079,removed
6080,previously
6081,presumably
6082,allow
6083,easier
6084,cleaning.
6085,pump
6086,isolated
6087,Nipper
6088,pushed
6089,water
6090,hose
6091,into
6092,pump
6093,outlet
6094,their
6095,fingers
6096,contacted
6097,sharp
6098,edges
6099,inside
6100,valve
6101,housing
6102,causing
6103,lacerati
6104,ons
6105,3rd
6106,4th
6107,fingers
6108,their
6109,left
6110,hand
6111,resulting
6112,Medical
6113,treatment
6114,requiring
6115,six
6116,sutures
6117,sutures
6118,rd
6119,finger
6120,sutures
6121,finger
6122,Cable
6123,bolter
6124,serviced
6125,(monthly)
6126,recent
6127,service
6128,conducted
6129,26th
6130,verified
6131,guard
6132,grout
6133,pump
6134,valve
6135,"place,"
6136,unknown
6137,who
6138,removed
6139,guard.
6140,Cablebolter
6141,DS
6142,21
6143,Grout
6144,pump
6145,dump
6146,valve
6147,guard
6148,place
6149,Cablebolter
6150,DS
6151,421
6152,Grout
6153,pump
6154,dump
6155,valve
6156,guard
6157,removed
6158,Incident
6159,Incident
6160,Right
6161,hand
6162,thumb
6163,i
6164,njury
6165,Incident
6166,Lost
6167,injury
6168,Additional
6169,provided
6170,once
6171,available
6172,incident
6173,April
6174,Critical
6175,Product
6176,Copper
6177,diamonds
6178,95091831
6179,Operation/site:
6180,Surface
6181,"Operations,"
6182,?:
6183,T
6184,wo
6185,operators
6186,assigned
6187,place
6188,lighting
6189,plant
6190,Open
6191,Pit
6192,Phase
6193,5A
6194,haul
6195,road
6196,operator
6197,adjusted
6198,outrigger
6199,leg
6200,jack
6201,other
6202,operator
6203,(injured
6204,person
6205,raised
6206,mast
6207,tried
6208,adjust
6209,light
6210,direction
6211,rotating
6212,mast
6213,manually
6214,During
6215,"task,"
6216,right
6217,hand
6218,thumb
6219,placed
6220,i
6221,n
6222,line
6223,fire
6224,pinched
6225,handle
6226,mast
6227,end
6228,stop.
6229,wearing
6230,safety
6231,gloves.
6232,taken
6233,site
6234,medical
6235,centre
6236,immediat
6237,ely
6238,treatment.
6239,Lighting
6240,plant
6241,normal
6242,handle
6243,configuration
6244,Lighting
6245,plant
6246,adjusting.
6247,Incident
6248,Incident
6249,title
6250,Right
6251,hand
6252,middle
6253,finger
6254,injury
6255,Incident
6256,type
6257,Lost
6258,Injury
6259,(LT
6260,I)
6261,Additional
6262,provided
6263,once
6264,available
6265,incident
6266,April
6267,21:45
6268,Critical
6269,Risk
6270,Product
6271,group
6272,Copper
6273,Diamond
6274,person
6275,Ankhbayar
6276,Enkhsaikhan
6277,+
6278,976
6279,99092837
6280,Operation/site
6281,Concentrator
6282,M
6283,aintenance
6284,happened?
6285,April
6286,worker
6287,decided
6288,position
6289,hydraulic
6290,cylinders
6291,(18.
6292,5kg)
6293,under
6294,lower
6295,section
6296,SAG
6297,Mill
6298,discharge
6299,chute
6300,order
6301,prepare
6302,next
6303,task.
6304,After
6305,positioning
6306,first
6307,hydraulic
6308,cylinder
6309,front
6310,side
6311,chute
6312,worker
6313,started
6314,positioning
6315,second
6316,cylinder
6317,under
6318,chute
6319,support
6320,structure
6321,narrow
6322,area
6323,behind
6324,chute
6325,D
6326,uring
6327,positioning
6328,process
6329,tip
6330,right
6331,hand
6332,middle
6333,finger
6334,pinched
6335,head
6336,hydraulic
6337,cylinder
6338,supp
6339,orting
